ISSUER_NAME,ISSUER_TICKER,ISSUER_ISIN,ISSUER_CNTRY_DOMICILE,AS_OF_DATE,IVA_INDUSTRY,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,ENVIRONMENTAL_PILLAR_SCORE,SOCIAL_PILLAR_SCORE,GOVERNANCE_PILLAR_SCORE,CLIMATE_CHANGE_THEME_SCORE,NATURAL_RES_USE_THEME_SCORE,WASTE_MGMT_THEME_SCORE,HUMAN_CAPITAL_THEME_SCORE,PRODUCT_SAFETY_THEME_SCORE,CORPORATE_GOV_THEME_SCORE,BUSINESS_ETHICS_THEME_SCORE,CARBON_EMISSIONS_SCORE,CARBON_EMISSIONS_EXP_SCORE,ENERGY_EFFICIENCY_EXP_SCORE,PROD_CARB_FTPRNT_EXP_SCORE,WATER_STRESS_SCORE,WATER_STRESS_EXP_SCORE,WATER_STRESS_MGMT_SCORE,BIODIV_LAND_USE_EXP_SCORE,TOXIC_EMISS_WSTE_EXP_SCORE,OPPS_CLN_TECH_EXP_SCORE,LABOR_MGMT_SCORE,LABOR_MGMT_WEIGHT,LABOR_MGMT_EXP_SCORE,LABOR_MGMT_MGMT_SCORE,HLTH_SAFETY_WEIGHT,HLTH_SAFETY_EXP_SCORE,HUMAN_CAPITAL_DEV_EXP_SCORE,HUMAN_CAPITAL_DEV_MGMT_SCORE,PROD_SFTY_QUALITY_EXP_SCORE,CHEM_SAFETY_EXP_SCORE,PRIVACY_DATA_SEC_SCORE,PRIVACY_DATA_SEC_EXP_SCORE,PRIVACY_DATA_SEC_MGMT_SCORE,CORP_GOVERNANCE_SCORE,CORRUPTION_INST_SCORE,CORRUPTION_INST_EXP_SCORE,CORRUPTION_INST_MGMT_SCORE,BUS_ETHICS_FRAUD_SCORE,BUS_ETHICS_FRAUD_MGMT_SCORE,ANTICOMP_PRACT_SCORE,ANTICOMP_PRACT_MGMT_SCORE,ACCOUNTING_PCTL_GLOBAL,ACCOUNTING_PCTL_HOME,BOARD_PCTL_GLOBAL,BOARD_PCTL_HOME,CORP_GOVERNANCE_QUARTILE,GOVERNANCE_PCTL_GLOBAL,GOVERNANCE_PCTL_HOME,OWNERSHIP_PCTL_GLOBAL,OWNERSHIP_PCTL_HOME,PAY_PCTL_GLOBAL,PAY_PCTL_HOME
CSR FINANCE LTD,,US12639EAA10,AU,20181001,Construction Materials,7.5,5.6,3.8,7.1,8.5,3.7,1.40,4.00,7.10,,8.5,,3.7,9.8,9.6,7.8,,5.6,,5.1,6.7,2.1,5.00,0.00,7.20,5.20,25,4,3.90,4.40,3.9,5.8,,,,8.5,,,,,,,,73,76,98,89,1,98,87,79,40,81,68
GENWORTH FINANCIAL MORTGAGE INSURANCE PTY LIMITED,,AU3FN0027983,AU,20181001,Life & Health Insurance,4.2,4.7,8.3,3.8,7.1,8.3,,,5.00,3.60,7.1,,8.7,0.7,0.1,0.6,,1.5,,1,1.6,0,,0.00,,,0,0.4,8.70,6.70,4.7,0,1.00,9.30,3.30,7.1,,,,,,,,67,69,100,100,2,79,86,37,60,35,14
CARSALES.COM LIMITED,CAR,AU000000CAR3,AU,20181001,Software & Services,5.7,4.7,7.6,3.2,7.6,7.6,,,1.30,4.70,7.6,,7.6,2.4,2.4,1.7,,2.9,,1.7,2.8,4.3,,0.00,,,0,0.4,9.00,3.30,2.6,0.8,4.70,9.00,6.70,7.6,,,,,,,,43,33,82,53,1,88,39,99,97,42,18
SEVEN GROUP HOLDINGS LIMITED,SVW,AU000000SVW5,AU,20181001,Trading Companies & Distributors,6.7,5.9,3.6,7,6.2,7.4,,,7.00,,6.4,6.00,7.4,3.3,1.5,6,,3.1,,3.1,2.8,0.2,,0.00,,,20,2.7,6.60,5.50,3.7,4.2,,,,6.4,6.00,4.90,3.90,,,,,11,5,50,16,3,62,8,99,97,45,24
NUFARM AUSTRALIA LIMITED,,US67052NAA37,AU,20181001,Specialty Chemicals,5.7,5,4.8,3,7.5,6.5,6.40,3.00,2.00,3.00,7.5,,6.5,4.2,3.8,6.6,6.40,5,4.40,5.3,8.6,3.4,,0.00,,,0,5.1,6.00,2.50,3.6,9.1,,,,7.5,,,,,,,,26,12,78,46,1,87,38,99,97,60,44
STEADFAST GROUP LTD,SDF,AU000000SDF8,AU,20181001,Multi-Line Insurance & Brokerage,6.7,5.9,5.4,4.8,8.5,5.4,,,2.10,6.80,8.5,,7,1.3,0.4,0.9,,1.8,,1,1,0,,0.00,,,0,0.3,7.10,2.20,2.7,0,7.50,3.70,4.20,8.5,,,,,,,,73,76,89,68,1,98,84,99,97,81,68
PACT GROUP HOLDINGS LTD,PGH,AU000000PGH3,AU,20181001,Containers & Packaging,4,5.6,7.1,2.7,7.2,6.8,,7.40,4.70,0.00,7.2,,6.8,4.2,2.5,7.2,,4,,3.8,6.3,3.4,4.70,20.00,6.10,3.80,0,2.6,3.70,5.00,3.9,10,,,,7.2,,,,,,,,38,28,63,28,1,81,27,99,97,55,34
Gateway Lifestyle Group,GTY,AU0000GTYXX2,AU,20181001,Real Estate Development & Diversified Activities,7.9,6.3,3.9,7.2,7.1,5.4,,,7.20,,8.2,6.20,5.4,3.6,2.6,2.7,,4.8,,2.5,2.5,2.1,,0.00,,,26,4,5.30,0.00,3,1.8,,,,8.2,6.20,5.50,4.70,,,,,56,49,89,68,1,96,74,99,97,76,56
IDP Education Ltd,IEL,AU000000IEL5,AU,20181001,Diversified Consumer Services,7.9,5.3,7,4.1,8.5,7,,,2.50,4.70,8.5,,7,1.8,5,1.2,,1.3,,0.9,3.1,0,,0.00,,,0,1,7.50,3.00,4.2,1.1,5.30,5.90,4.20,8.5,,,,,,,,82,83,92,73,1,98,85,99,97,76,56
DOMAIN HOLDINGS AUSTRALIA LIMITED,DHG,AU000000DHG9,AU,20181001,Software & Services,8.4,5.9,6.8,5.1,7.5,6.8,,,2.00,7.50,7.5,,6.8,2.2,1.8,2.2,,4.2,,2.3,3.4,0,,0.00,,,0,1.5,5.50,0.50,2.9,1.3,7.50,0.90,2.50,7.5,,,,,,,,19,8,48,13,1,87,37,100,100,100,100
SIGMA HEALTHCARE LIMITED,SIG,AU000000SIG5,AU,20181101,Health Care Providers & Services,7.4,6.1,8.3,5.2,6.4,8.3,,,,5.20,8.5,4.30,8.3,1.5,1.5,3.7,,3.2,,1.6,1.9,0,,0.00,,,0,1.4,5.80,0.00,5.6,2.7,,,,8.5,4.30,5.90,3.20,,,,,57,47,89,69,1,98,85,99,96,94,88
Hansen Technologies Ltd,HSN,AU000000HSN3,AU,20181101,Software & Services,4.9,4.5,4.1,3.4,7.1,7,,,2.90,3.90,7.1,,7,1.5,3.6,5.8,,3.2,,1.7,2.2,5.1,,0.00,,,0,0.3,8.10,4.00,2.4,0.9,3.90,8.10,5.00,7.1,,,,,,,,35,22,72,38,1,78,21,99,96,37,10
IRESS LIMITED,IRE,AU000000IRE2,AU,20181101,Software & Services,7,5.1,4.1,4.1,8.2,8.7,,,3.20,4.90,8.2,,8.7,1.6,2.5,3,,2.7,,1.5,2.6,1.6,,0.00,,,0,0.4,8.90,5.10,2.7,0.9,4.90,7.10,5.00,8.2,,,,,,,,63,57,95,80,1,96,72,99,96,45,22
BRICKWORKS LTD,BKW,AU000000BKW4,AU,20181101,Construction Materials,5.9,4.7,4.5,6.9,2.8,3.6,2.90,5.50,6.90,,2.8,,3.6,6.7,3.9,5.2,,5.1,,4.3,5,0.2,5.90,0.00,6.50,5.40,25,4.7,4.20,4.20,3.3,4.2,,,,2.8,,,,,,,,37,26,23,5,4,6,0,0,0,54,31
Magellan Financial Group Ltd,MFG,AU000000MFG4,AU,20181101,Asset Management & Custody Banks,4,4.6,8.7,3.2,7.8,8.7,,,1.40,4.20,7.8,,8.7,1.1,0.3,0.8,,2.3,,0.8,0.8,0,,0.00,,,0,0.3,9.00,3.40,2.5,0,2.60,7.90,3.50,7.8,,,,,,,,84,86,79,47,1,91,47,99,96,41,15
NAVITAS LIMITED,NVT,AU000000NVT2,AU,20181101,Diversified Consumer Services,5.7,4.8,5.8,3.8,7.7,5.8,,,2.70,4.20,7.7,,5.8,3.2,5,2.7,,2.8,,1.5,4.4,0,,0.00,,,0,0.9,7.70,3.40,4.6,1.2,3.90,6.40,3.30,7.7,,,,,,,,33,20,86,62,1,93,57,99,96,76,51
RCR TOMLINSON LTD,RCR,AU000000RCR7,AU,20181101,Construction & Engineering,8.5,5.5,2.5,7.3,5.5,5.2,,,7.30,,8.4,3.60,5.2,3.8,1.7,2.7,,4.2,,3,3.6,4.2,,0.00,,,28,4.4,5.10,0.00,3.2,2,,,,8.4,3.60,7.60,4.20,,,,,3,1,79,48,1,86,35,99,96,98,94
CLEANAWAY WASTE MANAGEMENT LIMITED,CWY,AU000000CWY3,AU,20181101,Commercial Services & Supplies,4.4,5.2,3.8,5.2,8,7.2,2.30,2.60,5.20,,8,,7.2,6.1,1.5,4.2,,5.7,,4.1,7.1,4,3.30,24.00,7.40,3.70,19,5.1,5.00,5.90,3.6,2.4,,,,8,,,,,,,,61,54,92,74,1,94,62,72,8,60,41
Clean TeQ Holdings Ltd,CLQ,AU000000CLQ2,AU,20181101,Commercial Services & Supplies,4.2,4.9,6.2,3.5,7.3,6.2,3.60,5.90,3.50,,7.3,,6.2,2.8,1.8,4.5,,3.7,,3.2,4.3,0,0.00,33.00,10.00,0.00,27,1.1,5.60,0.00,2.5,10,,,,7.3,,,,,,,,10,4,89,69,1,83,28,99,96,42,17
AUTOMOTIVE HOLDINGS GROUP LIMITED,AHG,AU000000AHG5,AU,20181101,Retail - Consumer Discretionary,6.9,4.9,2.8,4.8,8.2,3,,9.20,3.30,6.70,8.2,,6.6,3.4,2.7,5.5,,3.9,,2,2.1,1.8,3.30,22.00,7.50,3.80,0,3,,,3.7,5.8,6.70,3.60,3.30,8.2,,,,,,,,87,89,82,54,1,96,74,99,96,60,43
WPP AUNZ LTD,WPP,AU000000WPP3,AU,20181101,Media,3.4,4.4,7,2.1,8.3,7,,,0.00,4.10,8.3,,7,1.9,0.7,2,,2.9,,1.4,2,0,,0.00,,,0,0.5,9.50,2.30,4.6,0,4.10,5.40,2.50,8.3,,,,,,,,30,16,92,74,1,97,76,99,96,92,77
CSR LIMITED,CSR,AU000000CSR5,AU,20181101,Construction Materials,7.5,5.6,3.8,7.1,8.5,3.7,1.40,4.00,7.10,,8.5,,3.7,9.8,9.6,7.8,,5.6,,5.1,6.7,2.1,5.00,0.00,7.20,5.20,25,4,3.90,4.40,3.9,5.8,,,,8.5,,,,,,,,71,65,98,88,1,98,85,79,40,80,62
NIB HOLDINGS LTD,NHF,AU000000NHF0,AU,20181101,Life & Health Insurance,2.5,4.3,8.9,2.9,8.6,8.9,,9.30,6.00,1.90,8.6,,8,0.7,0.1,0.6,,1.2,,0.8,1.4,0,,,,,0,0.6,7.70,6.70,3.4,0,2.10,8.40,3.50,8.6,,,,,,,,47,42,95,81,1,97,80,79,40,92,76
Altium Ltd,ALU,AU000000ALU8,AU,20181101,Software & Services,3.5,3.9,3.7,2.2,7.3,6.7,,,1.80,2.60,7.3,,6.7,1.4,3.6,5.8,,3.3,,1.8,2.2,5.1,,0.00,,,0,0.4,8.10,2.90,2.3,0.8,2.60,7.70,3.30,7.3,,,,,,,,58,50,63,28,1,83,28,79,40,76,51
ALS LIMITED,ALQ,AU000000ALQ6,AU,20181101,Professional Services,7.4,6.3,9.3,5.3,7.7,9.3,,,3.30,7.20,7.7,,9.3,1.7,0.6,0.8,,2.7,,2,4.2,4.5,,0.00,,,0,1.1,8.60,4.90,3.7,5.7,7.20,2.60,2.80,7.7,,,,,,,,71,65,60,26,1,89,43,79,40,94,88
FAIRFAX MEDIA LIMITED,FXJ,AU000000FXJ5,AU,20181101,Media,4.3,4.8,3.5,2.6,7.8,10,3.50,,2.60,,7.8,,10,2.3,1,2.4,,2.5,,1.9,2.9,0.9,,0.00,,,0,1.5,8.70,4.30,4.6,4.6,2.80,7.50,3.30,7.8,,,,,,,,59,50,79,46,1,92,52,79,40,80,62
FLEXIGROUP LIMITED,FXL,AU000000FXL1,AU,20181101,Consumer Finance,3.6,4.3,7,3.2,7.7,7,,,3.70,3.10,7.7,,7,1.1,0.4,1,,3.2,,0.8,2.2,0,,0.00,,,0,0.4,6.30,3.00,2.7,0,3.80,6.50,3.30,7.7,,,,,,,,36,24,83,56,1,90,46,99,96,54,31
IOOF HOLDINGS LTD,IFL,AU000000IFL2,AU,20181101,Asset Management & Custody Banks,8.3,6.3,8,5.6,7.6,8,,,4.40,6.30,7.6,,8,1.1,0.3,0.8,,2.3,,0.8,0.8,0,,0.00,,,0,0.2,10.00,7.40,2.9,0,5.50,7.50,6.00,7.6,,,,,,,,30,15,100,98,1,88,36,79,40,32,4
Mcmillan Shakespeare Ltd,MMS,AU000000MMS5,AU,20181101,Professional Services,2.4,4.6,9.3,2.3,8.1,9.3,,,1.40,3.20,8.1,,9.3,1.7,0.3,1,,2.7,,1.2,1.1,0,1.40,31.00,7.30,1.70,0,0.4,,,3.2,2.2,3.20,5.50,1.70,8.1,,,,,,,,40,30,98,88,1,95,66,79,40,60,41
NUFARM LIMITED,NUF,AU000000NUF3,AU,20181101,Specialty Chemicals,5.7,5,4.8,3,7.5,6.5,6.40,3.00,2.00,3.00,7.5,,6.5,4.2,3.8,6.6,6.40,5,4.40,5.3,8.6,3.4,,0.00,,,0,5.1,6.00,2.50,3.6,9.1,,,,7.5,,,,,,,,25,12,79,46,1,87,35,99,96,60,41
TOX FREE SOLUTIONS LIMITED,TOXXX,AU0000TOXXX8,AU,20181101,Commercial Services & Supplies,4.4,5.2,3.8,5.2,8,7.2,2.30,2.60,5.20,,8,,7.2,6.1,1.5,4.2,,5.7,,4.1,7.1,4,3.30,24.00,7.40,3.70,19,5.1,5.00,5.90,3.6,2.4,,,,8,,,,,,,,61,54,92,74,1,94,62,72,8,60,41
VILLAGE ROADSHOW LIMITED,VRL,AU000000VRL0,AU,20181101,Media,6.4,5.7,8.6,4.5,6.1,8.6,,,3.60,6.30,6.1,,8.6,2.7,1.4,1.5,,3.2,,2,3.2,0,,0.00,,,0,1.5,4.80,1.40,4.7,1,8.30,1.40,3.30,6.1,,,,,,,,79,81,33,8,2,55,7,99,96,32,4
AVEO GROUP,AOG,AU0000FKPXX1,AU,20181101,Real Estate Development & Diversified Activities,6.2,5.7,4.5,4.8,7.1,6.1,,,4.80,,8,6.30,6.1,3.8,2.6,2.7,,4.9,,2.5,2.5,2.1,,0.00,,,28,3.5,4.90,0.00,3.3,1.8,,,,8,6.30,5.20,4.50,,,,,56,46,90,70,1,94,63,99,96,45,23
CSR FINANCE LTD,,US12639EAA10,AU,20181101,Construction Materials,7.5,5.6,3.8,7.1,8.5,3.7,1.40,4.00,7.10,,8.5,,3.7,9.8,9.6,7.8,,5.6,,5.1,6.7,2.1,5.00,0.00,7.20,5.20,25,4,3.90,4.40,3.9,5.8,,,,8.5,,,,,,,,71,65,98,88,1,98,85,79,40,80,62
GENWORTH FINANCIAL MORTGAGE INSURANCE PTY LIMITED,,AU3FN0027983,AU,20181101,Life & Health Insurance,4.2,4.7,8.3,3.8,7.1,8.3,,,5.00,3.60,7.1,,8.7,0.7,0.1,0.6,,1.5,,1,1.6,0,,0.00,,,0,0.4,8.70,6.70,4.7,0,1.00,9.30,3.30,7.1,,,,,,,,67,68,100,100,2,78,85,35,54,35,14
CARSALES.COM LIMITED,CAR,AU000000CAR3,AU,20181101,Software & Services,5.7,4.3,7.6,3.2,6.3,7.6,,,1.30,4.70,6.3,,7.6,2.4,2.4,1.7,,2.9,,1.7,2.8,4.3,,0.00,,,0,0.4,9.00,3.30,2.6,0.8,4.70,9.00,6.70,6.3,,,,,,,,43,31,32,7,2,60,9,99,96,55,32
SEVEN GROUP HOLDINGS LIMITED,SVW,AU000000SVW5,AU,20181101,Trading Companies & Distributors,6.7,5.9,3.6,7,6.2,7.4,,,7.00,,6.4,6.00,7.4,3.3,1.5,6,,3.1,,3.1,2.8,0.2,,0.00,,,20,2.7,6.60,5.50,3.7,4.2,,,,6.4,6.00,4.90,3.90,,,,,11,4,59,26,3,62,10,99,96,37,11
NUFARM AUSTRALIA LIMITED,,US67052NAA37,AU,20181101,Specialty Chemicals,5.7,5,4.8,3,7.5,6.5,6.40,3.00,2.00,3.00,7.5,,6.5,4.2,3.8,6.6,6.40,5,4.40,5.3,8.6,3.4,,0.00,,,0,5.1,6.00,2.50,3.6,9.1,,,,7.5,,,,,,,,25,12,79,46,1,87,35,99,96,60,41
STEADFAST GROUP LTD,SDF,AU000000SDF8,AU,20181101,Multi-Line Insurance & Brokerage,6.7,5.9,5.4,4.8,8.5,5.4,,,2.10,6.80,8.5,,7,1.3,0.4,0.9,,1.8,,1,1,0,,0.00,,,0,0.3,7.10,2.20,2.7,0,7.50,3.70,4.20,8.5,,,,,,,,71,65,90,70,1,98,83,99,96,80,62
PACT GROUP HOLDINGS LTD,PGH,AU000000PGH3,AU,20181101,Containers & Packaging,4,5.6,7.1,2.7,7.2,6.8,,7.40,4.70,0.00,7.2,,6.8,4.2,2.5,7.2,,4,,3.8,6.3,3.4,4.70,20.00,6.10,3.80,0,2.6,3.70,5.00,3.9,10,,,,7.2,,,,,,,,38,27,43,13,1,67,12,99,96,54,30
IPH Ltd,IPH,AU000000IPH9,AU,20181101,Professional Services,5.7,5.6,6.8,4.4,7.9,6.8,,,0.00,8.70,7.9,,6.8,2.2,0.3,0.7,,1.2,,2.6,0,0,,0.00,,,0,0.9,9.90,2.40,1.4,0,8.70,1.60,3.70,7.9,,,,,,,,58,48,79,48,1,93,57,99,96,76,52
OOH!MEDIA LIMITED,OML,AU000000OML6,AU,20181101,Media,8.4,6.6,8.3,5.9,7.8,8.3,,,1.80,10.00,7.8,,8.3,1.9,0.7,2,,2.9,,1.4,2.1,0,,0.00,,,0,1.4,8.50,3.30,4.2,0,10.00,2.50,5.80,7.8,,,,,,,,84,85,60,26,1,91,49,99,96,80,62
LINK ADMINISTRATION HOLDINGS LIMITED,LNK,AU000000LNK2,AU,20181101,Software & Services,7.3,5.3,7,4.3,7.1,7,,,1.20,7.30,7.1,,7,1.7,2,1.7,,2.7,,1.6,2.9,0,,0.00,,,0,0.4,8.30,2.50,3,0.9,7.30,6.40,6.70,7.1,,,,,,,,7,1,67,33,1,79,22,99,96,92,77
IDP Education Ltd,IEL,AU000000IEL5,AU,20181101,Diversified Consumer Services,7.7,5.4,7,4.1,8.5,7,,,2.50,4.70,8.5,,7,1.8,5,1.2,,1.3,,0.9,3.1,0,,0.00,,,0,1,7.50,3.00,4.3,1.2,5.30,5.90,4.20,8.5,,,,,,,,81,82,86,62,1,98,83,99,96,92,77
DOMAIN HOLDINGS AUSTRALIA LIMITED,DHG,AU000000DHG9,AU,20181101,Software & Services,8.4,5.7,6.8,5.1,7,6.8,,,2.00,7.50,7,,6.8,2.2,1.8,2.2,,4.2,,2.3,3.4,0,,0.00,,,0,1.5,5.50,0.50,2.9,1.3,7.50,0.90,2.50,7,,,,,,,,18,8,37,10,1,77,18,100,100,100,100
PLATINUM ASSET MANAGEMENT LTD,PTM,AU000000PTM6,AU,20181101,Asset Management & Custody Banks,3.1,4.4,7,3.5,6.3,7,,,0.90,5.00,6.3,,7,1.1,0.3,0.8,,2.3,,0.8,0.8,0,,0.00,,,0,0.2,9.00,2.90,2.5,0,3.70,7.50,4.20,6.3,,,,,,,,93,95,48,14,2,62,8,44,3,55,35
Pendal Group Ltd,PDL,AU0000009789,AU,20181201,Asset Management & Custody Banks,6.60,5.70,7.70,4.80,7.70,7.70,,,4.60,4.90,7.70,,7.70,1.10,0.30,0.80,,2.20,,0.70,0.80,0.00,,0.00,,,0.00,0.20,9.00,6.60,2.70,0.00,2.80,8.40,4.20,7.70,,,,,,,,33,25,84,57,1,92,56,99,97,76,49
SIGMA HEALTHCARE LIMITED,SIG,AU000000SIG5,AU,20181201,Health Care Providers & Services,8.30,5.70,8.30,6.40,5.20,8.30,,,,6.40,8.50,1.60,8.30,1.50,1.50,3.70,,3.20,,1.60,1.90,0.00,,0.00,,,0.00,1.40,5.80,0.00,5.60,2.70,,,,8.50,1.60,5.90,0.50,,,,,57,50,89,70,1,98,88,99,97,95,85
Hansen Technologies Ltd,HSN,AU000000HSN3,AU,20181201,Software & Services,4.90,4.60,4.10,3.40,7.50,7.00,,,2.90,3.90,7.50,,7.00,1.50,3.60,5.80,,3.20,,1.70,2.20,5.10,,0.00,,,0.00,0.30,8.10,4.00,2.40,0.90,3.90,8.10,5.00,7.50,,,,,,,,21,12,72,38,1,87,37,99,97,81,60
IRESS LIMITED,IRE,AU000000IRE2,AU,20181201,Software & Services,7.00,5.10,4.10,4.10,8.20,8.70,,,3.20,4.90,8.20,,8.70,1.60,2.50,3.00,,2.70,,1.50,2.60,1.60,,0.00,,,0.00,0.40,8.90,5.10,2.70,0.90,4.90,7.10,5.00,8.20,,,,,,,,65,57,95,81,1,96,73,99,97,46,19
BRICKWORKS LTD,BKW,AU000000BKW4,AU,20181201,Construction Materials,5.90,4.70,4.50,6.90,2.60,3.60,2.90,5.50,6.90,,2.60,,3.60,6.70,3.90,5.20,,5.10,,4.30,5.00,0.20,5.90,0.00,6.50,5.40,25.00,4.70,4.20,4.20,3.30,4.20,,,,2.60,,,,,,,,44,39,19,4,4,5,0,0,0,55,25
Magellan Financial Group Ltd,MFG,AU000000MFG4,AU,20181201,Asset Management & Custody Banks,4.00,4.50,8.70,3.20,7.30,8.70,,,1.40,4.20,7.30,,8.70,1.10,0.30,0.80,,2.30,,0.80,0.80,0.00,,0.00,,,0.00,0.30,9.00,3.40,2.60,0.00,2.60,7.90,3.50,7.30,,,,,,,,55,48,80,50,1,84,30,99,97,36,7
NAVITAS LIMITED,NVT,AU000000NVT2,AU,20181201,Diversified Consumer Services,5.00,4.80,5.80,3.60,7.80,5.80,,,2.20,4.20,7.80,,5.80,3.20,5.00,2.70,,2.80,,1.50,4.40,0.00,,0.00,,,0.00,0.90,7.70,2.90,4.60,1.20,4.00,6.30,3.30,7.80,,,,,,,,22,14,86,63,1,91,49,99,97,76,49
CLEANAWAY WASTE MANAGEMENT LIMITED,CWY,AU000000CWY3,AU,20181201,Commercial Services & Supplies,4.40,5.10,3.80,5.20,7.70,7.20,2.30,2.60,5.20,,7.70,,7.20,7.80,1.70,3.50,,6.90,,4.90,8.90,5.50,3.30,24.00,7.40,3.70,19.00,6.10,5.00,5.90,3.80,1.80,,,,7.70,,,,,,,,76,74,79,49,1,90,47,73,16,60,35
Clean TeQ Holdings Ltd,CLQ,AU000000CLQ2,AU,20181201,Commercial Services & Supplies,4.20,5.00,6.20,3.50,7.80,6.20,3.60,5.90,3.50,,7.80,,6.20,2.80,1.80,4.50,,3.70,,3.20,4.30,0.00,0.00,33.00,10.00,0.00,27.00,1.10,5.60,0.00,2.50,10.00,,,,7.80,,,,,,,,39,32,79,49,1,91,50,91,54,77,50
AUTOMOTIVE HOLDINGS GROUP LIMITED,AHG,AU000000AHG5,AU,20181201,Retail - Consumer Discretionary,6.90,4.90,2.80,4.80,8.10,3.00,,9.20,3.30,6.70,8.10,,6.60,3.40,2.70,5.50,,3.90,,2.00,2.10,1.80,3.30,22.00,7.50,3.80,0.00,3.00,,,3.70,5.80,6.70,3.60,3.30,8.10,,,,,,,,63,55,86,63,1,95,65,91,54,61,37
WPP AUNZ LTD,WPP,AU000000WPP3,AU,20181201,Media,3.40,4.40,7.00,2.10,8.30,7.00,,,0.00,4.10,8.30,,7.00,1.90,0.70,2.00,,2.90,,1.40,2.00,0.00,,0.00,,,0.00,0.50,9.50,2.30,4.60,0.00,4.10,5.40,2.50,8.30,,,,,,,,30,20,92,74,1,97,76,99,97,92,77
CSR LIMITED,CSR,AU000000CSR5,AU,20181201,Construction Materials,7.50,5.60,3.80,7.10,8.50,3.70,1.40,4.00,7.10,,8.50,,3.70,9.80,9.60,7.80,,5.60,,5.10,6.70,2.10,5.00,0.00,7.20,5.20,25.00,4.00,3.90,4.40,3.90,5.80,,,,8.50,,,,,,,,70,66,98,89,1,98,87,79,40,81,60
NIB HOLDINGS LTD,NHF,AU000000NHF0,AU,20181201,Life & Health Insurance,2.50,4.20,8.90,2.90,8.20,8.90,,9.30,6.00,1.90,8.20,,8.00,0.70,0.10,0.60,,1.20,,0.80,1.40,0.00,,,,,0.00,0.60,7.70,6.70,3.40,0.00,2.10,8.40,3.50,8.20,,,,,,,,48,43,95,80,1,96,71,79,40,76,49
ARB Corp Ltd,ARB,AU000000ARB5,AU,20181201,Auto Components,4.10,4.70,4.80,4.10,6.10,6.30,,3.90,3.70,4.40,6.10,,6.30,2.70,1.80,7.00,,3.90,,3.70,7.40,6.50,3.70,28.00,6.00,2.70,0.00,2.40,5.60,1.30,6.40,5.10,,,,6.10,,,,,,,,43,37,21,5,2,56,7,99,97,92,77
Altium Ltd,ALU,AU000000ALU8,AU,20181201,Software & Services,3.50,4.20,3.70,2.20,8.70,6.70,,,1.80,2.60,8.70,,6.70,1.40,3.60,5.80,,3.30,,1.80,2.20,5.10,,0.00,,,0.00,0.40,8.10,2.90,2.30,0.80,2.60,7.70,3.30,8.70,,,,,,,,63,55,99,96,1,99,90,79,40,92,77
ALS LIMITED,ALQ,AU000000ALQ6,AU,20181201,Professional Services,7.40,6.30,9.30,5.30,7.90,9.30,,,3.30,7.20,7.90,,9.30,1.70,0.60,0.80,,2.70,,2.00,4.20,4.50,,0.00,,,0.00,1.10,8.60,4.90,3.70,5.70,7.20,2.60,2.80,7.90,,,,,,,,70,66,69,33,1,92,56,79,40,95,85
G8 EDUCATION LIMITED,GEM,AU000000GEM7,AU,20181201,Diversified Consumer Services,7.70,5.40,7.20,4.00,8.90,7.20,,,3.00,4.40,8.90,,7.20,2.80,1.80,1.90,,2.50,,2.20,3.30,0.00,,0.00,,,0.00,1.00,7.30,3.30,4.50,1.30,5.50,3.20,1.70,8.90,,,,,,,,66,59,89,70,1,100,95,79,40,95,85
FAIRFAX MEDIA LIMITED,FXJ,AU000000FXJ5,AU,20181201,Media,4.30,4.60,3.50,2.60,7.30,10.00,3.50,,2.60,,7.30,,10.00,2.30,1.00,2.40,,2.50,,1.90,2.90,0.90,,0.00,,,0.00,1.50,8.70,4.30,4.60,4.60,2.80,7.50,3.30,7.30,,,,,,,,39,32,68,31,1,84,30,91,54,60,35
FLEXIGROUP LIMITED,FXL,AU000000FXL1,AU,20181201,Consumer Finance,3.60,4.40,7.00,3.20,8.40,7.00,,,3.70,3.10,8.40,,7.00,1.10,0.40,1.00,,3.20,,0.80,2.20,0.00,,0.00,,,0.00,0.40,6.30,3.00,2.60,0.00,3.80,6.50,3.30,8.40,,,,,,,,60,52,93,75,1,98,83,99,97,76,49
IOOF HOLDINGS LTD,IFL,AU000000IFL2,AU,20181201,Asset Management & Custody Banks,8.30,6.30,8.00,5.60,7.90,8.00,,,4.40,6.30,7.90,,8.00,0.00,0.00,0.80,,0.00,,0.00,0.00,0.00,,0.00,,,0.00,0.00,10.00,7.40,2.90,0.00,5.50,7.50,6.00,7.90,,,,,,,,22,14,98,91,1,93,57,91,54,46,19
Mcmillan Shakespeare Ltd,MMS,AU000000MMS5,AU,20181201,Professional Services,4.00,5.00,9.30,3.10,8.00,9.30,,,2.90,3.20,8.00,,9.30,1.70,0.30,1.00,,2.70,,1.20,1.10,0.00,2.90,31.00,7.30,3.20,0.00,0.40,,,3.20,2.20,3.20,5.50,1.70,8.00,,,,,,,,33,23,98,89,1,94,61,79,40,60,35
